trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
33,0,33,0,None,None,None,None,145.85839510010555,146.3729632999748,145.85839510010555,146.89223990007304,146.3729632999748,146.87409120006487,146.87409120006487,148.02562900003977,0.0,-503864.135977,144.85714546667103,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
34,0,34,0,148.04477840010077,236.1646708000917,236.1646708000917,240.1616613001097,240.1616613001097,240.66828410001472,240.1616613001097,241.18488100008108,240.66828410001472,241.16853699996136,241.16853699996136,242.3203043001704,0.0,-503860.950934,148.04229566670645,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
35,0,35,0,None,None,None,None,243.3392288000323,243.85442990018055,243.3392288000323,244.3730622001458,243.85442990018055,244.35484010004438,244.35484010004438,245.5070506001357,0.0,-503766.655779,242.33697096683707,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
36,0,36,0,None,None,None,None,246.52535610017367,247.02557120006531,246.52535610017367,247.5421719001606,247.02557120006531,247.52621969999745,247.52621969999745,248.67652780003846,0.0,-503763.46914,245.52371726680238,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
37,0,37,0,None,None,None,None,249.6950493999757,250.19542280002497,249.6950493999757,250.71263439999893,250.19542280002497,250.69514940003864,250.69514940003864,251.86172430007719,1.0,-503760.299628,248.69319446670514,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
38,0,38,0,None,None,None,None,252.879051099997,253.38221499999054,252.879051099997,253.89934910018928,253.38221499999054,253.8813096000813,253.8813096000813,255.04930900014006,0.0,-503757.115113,251.87839096674386,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
39,0,39,0,None,None,None,None,256.06692540016957,256.56804569996893,256.06692540016957,257.0871958001517,256.56804569996893,257.068623600062,257.068623600062,258.2206343000289,1.0,-503753.927078,255.06597566680674,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
40,0,40,0,None,None,None,None,259.23965130001307,259.7556568,259.23965130001307,260.28892610012554,259.7556568,260.27102870005183,260.27102870005183,261.4234362000134,0.0,-503750.754558,258.23730096669556,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
41,0,41,0,None,None,None,None,262.44019610015675,262.9419452000875,262.44019610015675,263.47567129996605,262.9419452000875,263.4577346001752,263.4577346001752,264.62683270010166,0.0,-503747.553156,261.44010286668004,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
42,0,42,0,None,None,None,None,265.64508430007845,266.1434765001759,265.64508430007845,266.66198169998825,266.1434765001759,266.6450330000371,266.6450330000371,267.7966313001234,1.0,-503744.349958,264.6434993667683,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
